File Type,Type de fichier,
Friday,Vendredi,
From,À partir de,
From Date,A partir du,
Full Name,Nom Complet,
Function,Une fonction,
General,Général,
Grade,Note,
Icon,Icône,
Image,Image,
In Progress,En cours,
Inactive,Inactif,
Industry,Industrie,
Issue Date,Date d'Émission,
Job Title,Titre de l'Emploi,
Jobs,Emplois,
Keyboard Shortcuts,Raccourcis clavier,
Label,Étiquette,
Local,Locale,
Location,Lieu,
Medium,Moyen,
Milestone,Étape importante,
Monday,Lundi,
New,Nouveau,
Not Applicable,Non Applicable,
OAuth Client ID,ID client OAuth,
Open,Ouvert,
Organization,Organisation,
Password,Mot de Passe,
Payment,Paiement,
Payment Gateway,Passerelle de Paiement,
Payment Received,Paiement reçu,
Pending,En Attente,
Percentage,Pourcentage,
Pricing,Tarification,
Private,Privé,
Progress,Progression,
Published,Publié,
Published On,Publié le,
Rating,Évaluation,
Reference DocName,Référence DocName,
Reference DocType,Référence DocType,
Reference Document Type,Type du document de référence,
Rejected,Rejeté,
Reload,Recharger,
Result,Résultat,
Resume,CV,
Review,Révoir,
Role,Rôle,
Saturday,Samedi,
Session Defaults,Session par défaut,
Sidebar Items,Articles de la Barre Latérale,
Skill,Compétence,
Skill Name,Nom de la compétence,
Skills,Compétences,
Stage,Etape,
Start Date,Date de Début,
Start Time,Heure de Début,
Status,Statut,
Summary,Résumé,
Sunday,Dimanche,
System Manager,Responsable Système,
Tags,Balises,
Template,Modèle,
Text,Texte,
Thursday,Jeudi,
Time,Temps,
Title,Titre,
To,À,
To Date,Jusqu'au,
Toggle Full Width,Changer l&#39;affichage en pleine largeur,
Toggle Theme,Basculer le thème,
Tuesday,Mardi,
Under Review,En cours de révision,
User,Utilisateur,
User Field,Champ de l&#39;utilisateur,
User Image,Photo de Profil,
Username,Nom d'Utilisateur,
Value,Valeur,
Value Change,Modification de Valeur,
View Website,Voir Le Site Web,
Web Page,Page Web,
Wednesday,Mercredi,
