Completion Certificate,Kompletterande Certifikat,
Condition,Villkor,
Confirmation Email Sent,Bekräftelse E-post Skickad,
Confirmation Email Template,Bekräftelse E-post Mall,
Content,Innehåll ,
Contract,Avtal,
Correct,Korrekt,
Country,Land,
Course,Utbildning,
Course Chapter,Kurs Kapitel,
Course Creator,Kurs Skapare,
Course Evaluator,Kurs Utvärderare,
Course Instructor,Kurslärare,
Course Lesson,Kurslektion,
Course Progress Summary,Kursframsteg Översikt,
Course Settings,Kursinställningar,
Course Title,Kurs Benämning,
Courses,Kurser,
Cover Image,Omslagsbild,
Currency,Valuta,
Current Lesson,Aktuell Lektion,
Custom HTML,Anpassad HTML,
Custom Script (JavaScript),Anpassad Skript (JavaScript),
Custom Signup Content,Anpassad Registrering Innehåll,
Customisations,Anpassningar,
DLS,DLS,
DLS Assessment,Bedömning,
DLS Assignment,Tilldelning,
DLS Assignment Submission,Tilldelning Godkännande,
DLS Badge,Emblem,
DLS Badge Assignment,Emblem Tilldelning,
DLS Batch,Grupp,
DLS Batch Enrollment,Grupp Registrering,
DLS Batch Feedback,Grupp Återkoppling,
DLS Batch Old,Gammal Grupp,
DLS Batch Timetable,Grupp Tidtabell,
DLS Category,Kategori,
DLS Certificate,Certifikat,
DLS Certificate Evaluation,Certifikat Utvärdering,
DLS Certificate Request,Certifikat Begäran,
DLS Course,Kurs,
DLS Course Interest,Kurs Intresse,
DLS Course Mentor Mapping,DLS Kurs Mentor Tilldelning,
DLS Course Progress,Kurs Framsteg,
DLS Course Review,DLS Kurs Granskning,
DLS Enrollment,Inskrivning,
DLS Exercise,Övning,
DLS Job Application,Jobb Ansökan,
DLS Live Class,Live Klass,
DLS Mentor Request,Mentor Begäran,
DLS Option,Alternativ,
DLS Payment,Betalning,
DLS Program,Program,
DLS Program Course,Program Kurs,
DLS Program Member,Program Medlem,
DLS Question,Fråga,
DLS Quiz,Frågesport,
DLS Quiz Question,Frågesport Fråga,
DLS Quiz Result,Frågesport Resultat,
DLS Quiz Submission,Frågesport Inlämning,
DLS Settings,Inställningar,
DLS Sidebar Item,Sidofält Post,
DLS Source,Källa,
DLS Student,Student,
DLS Timetable Legend,Tidtabell Legend,
DLS Timetable Template,Tidtabell Mall,
Dashboard,Översikt Panel,
Date,Datum,
Date and Time,Datum och Tid,
Day,Dag,
Default Currency,Standard Valuta,
Degree Type,Examen Typ,
Description,Beskrivning,
Disable Self Learning,Inaktivera självlärande,
Disable Signup,Inaktivera Registrering,
Disabled,Inaktiverad,
Discussions,Diskussioner,
Document,Dokument,
Dream Companies,Drömbolag,
Duration,Varaktighet,
Duration (in minutes),Varaktighet (i minuter),
E-Mail,E-post,
E-mail,E-post,
Education,Utbildning,
Education Detail,Utbildning Detalj,
Education Details,Utbildning Detaljer,
Email Sent,E-post Skickad,
Email Templates,E-Post Mallar,
Emails,E-post ,
Enable,Aktivera,
Enable Learning Paths,Aktivera Inlärningsvägar,
Enabled,Aktiverad,
End Date,Slut Datum,
End Date (or expected),Slutdatum (eller förväntat),
End Time,Slut Tid,
Enrollments,Inskrivningar,
Evaluation Details,Utvärdering Detaljer,
Evaluation End Date,Utvärdering Slutdatum,
Evaluator,Utvärderare,
Evaluator Name,Utvärderarens Namn,
Evaluator Schedule,Utvärderare Schema,
Event,Händelse,
Exercise,Övning,
Exercise Latest Submission,Träna Senaste Inlämning,
Exercise Submission,Övning inlämning,
Exercise Title,Övning Benämning,
Expiration Date,Utgång Datum,
Expiry Date,Utgång Datum,
Explanation,Förklaring,
Explanation ,Förklaring ,
Fail,Misslyckad ,
Featured,Utvald,
Feedback,Återkoppling,
Field To Check,Fält att Kontrollera,
Field of Major/Study,Huvudämne/Studieinriktning,
File Type,Fil Typ,
Frappe Support,Frappe Support,
Freelance,Frilansare,
French (e.g. Distinction),Franska (t.ex. Distinktion),
Friday,Fredag,
From,Från,
From Date,Från Datum,
Full Name,Fullständig Namn,
Full Time,Heltid,
Function,Funktion,
GSTIN,GSTIN,
General,Allmän,
Github ID,Github ID,
Google Meet Link,Google Meet Länk,
Grade,Betyg,
Grade Assignment,Betyg Tilldelning,
Grade Type,Betyg Typ,
Grant only once,Bevilja endast en gång,
Headline,Huvudrubrik,
Hide my Private Information from others,Dölj min privata information från andra,
Hints,Tips,
Host,Värd,
I am currently working here,Jag arbetar för närvarande här,
I am looking for a job,Jag söker jobb,
Icon,Ikon,
"If you set an amount here, then the USD equivalent setting will not get applied.",Om du anger belopp här kommer motsvarande USD inställning inte att tillämpas.,
Image,Bild,
In Progress,Pågående,
Inactive,Inaktiv,
Include In Preview,Inkludera i Förhandsgranskning,
Incomplete,Ej komplett,
Incorrect,Inkorrekt,
Index,Index,
Index Label,Index Etikett,
Industry,Industri,
Institution Name,Institution Namn,
Instructor,Lärare,
Instructor Content,Lärares Innehåll,
Instructor Notes,Lärare Anteckningar,
Instructors,Lärare,
Invite Code,Inbjudningskod,
Invite Email,E-post Inbjudan,
Invite Only,Endast inbjudan,
Invite Request,Inbjudan Begäran,
Is Correct,Är korrekt,
Is SCORM Package,Är SCORM App,
Issue Date,Utfärdande Datum,
Issued On,Utfärdad,
Items in Sidebar,Artiklar i Sidofält,
Job,Jobb,
Job Board Subtitle,Jobb Styrelse Underbenämning,
Job Board Title,Jobb Styrelse Benämning,
Job Opportunity,Jobb Möjlighet,
Job Settings,Jobb Inställningar,
Job Title,Jobb Benämning,
Jobs,Jobb,
Join URL,Gå med URL,
Keyboard Shortcuts,Kort Kommando,
Label,Etikett,
Latest Submission,Senaste Inlämning,
Launch File,Startfil,
Lesson,Lektion,
Lesson Reference,Lektion Referens,
Lesson Title,Lektion Benämning,
Lessons,Lektioner,
"Letter Grade (e.g. A, B-)","Bokstavsbetyg (t.ex. A, B-)",
Limit Questions To,Begränsa frågor till,
LinkedIn ID,LinkedIn ID,
Live,Live,
Live Class,Live Klass,
LiveCode URL,LiveCode URL,
Local,Lokal,
Location,Plats,
Location Preference,Platspreferens,
Log out,Logga Ut,
Make DLS the default home,DLS som Standard Sida,
Manager,Ansvarig,
Manifest File,Manifestfil,
Marks,Märken,
Marks out of,Poäng utav,
Max Attempts,Maximalt antal försök,
Medium,Medium,
Medium ID,Medium ID,
Member,Medlem,
Member Cohort,Medlem Kohort,
Member Email,Medlem E-post,
Member Image,Medlemsbild,
Member Name,Medlems Namn,
Member Subgroup,Medlem Undergrupp,
Member Type,Medlem Typ,
Member Username,Medlem Användarnamn,
Membership,Medlemskap,
Memeber Username,Medlems Användarnamn,
Mentor,Mentor,
Mentor Name,Mentor Namn,
Mentor Request,Mentor Begäran,
Mentor Request Creation Template,Mentor Begäran Skapande Mall,
Mentor Request Status Update Template,Mentor Begäran Status Uppdatering Mall,
Meta Description,Meta Beskrivning,
Meta Image,Meta Bild,
Milestone,Milstolpe,
Moderator,Moderator,
Monday,Måndag,
Multiple Correct Answers,Flera korrekta svar,
New,Ny,
No Recording,Ingen Inspelning,
Not Applicable,Ej Tillämpningbar,
Not Graded,Ej Betygsatt,
Notifications,Aviseringar,
OAuth Client ID,OAuth Klient ID,
Offline,Frånkopplad,
Online,Uppkopplad,
Open,Öppen,
Open Ended,Öppen Avslutad,
Option,Alternativ,
Option 1,Alternativ 1,
Option 2,Alternativ 2,
Option 3,Alternativ 3,
Option 4,Alternativ 4,
Order ID,Order ID,
Organization,Organisation,
PAN,PAN,
PDF,PDF,
Pages,Sidor,
Paid Batch,Betald Parti,
Paid Certificate,Betalt Certifikat,
Paid Course,Betald Kurs,
Part Time,Deltid,
Partially Complete,Delvis Klar,
Pass,Godkänd,
Passing Percentage,Passerande Procent,
Password,Lösenord,
Payment,Betalning,
Payment Country,Betalning Land,
Payment Details,Betalningsdetaljer,
Payment Gateway,Betalning Typ,
Payment ID,Betalning ID,
Payment Received,Betalning Mottagen,
Payment Reminder Template,Betalningspåminnelse Mall,
Payment Settings,Betalning Inställningar,
Payment for Certificate,Betalning för Certifikat,
Payment for Document,Betalning för Dokument,
Payment for Document Type,Betalning för DocType Typ,
Payments app is not installed,Betalning App är inte installerad,
Pending,Pågående,
Percentage,Procentuell,
Percentage (e.g. 70%),Procent (t.ex. 70%),
Point of Score (e.g. 70),Poäng (t.ex. 70),
Possible Answer 1,Möjligt svar 1,
Possible Answer 2,Möjligt svar 2,
Possible Answer 3,Möjligt svar 3,
Possible Answer 4,Möjligt svar 4,
Preferred Function,Föredragen Funktion,
Preferred Functions,Föredragna Funktioner,
Preferred Industries,Föredragna Branscher,
Preferred Industry,Föredragen Bransch,
Preferred Location,Föredragen Plats,
Preview Image,Förhandsgranska Bild,
Pricing,Prissättning,
Pricing and Certification,Prissättning och Certifiering,
Primary Countries,Primära Länder,
Primary Subgroup,Primär Undergrupp,
Private,Privat,
Private Information includes your Grade and Work Environment Preferences,Privat information inkluderar dina betyg och arbetsmiljöpreferenser,
Profession,Yrke,
Program Courses,Program Kurser,
Program Members,Program Medlemmar,
Progress,Framsteg,
Public,Publik,
Publish on Participant Page,Publicera på deltagarsidan,
Published,Publicerad,
Published On,Publicerad,
Purchased Certificate,Förvärvad Certifikat,
Question,Fråga,
Question Detail,Fråga Detalj,
Question Name,Fråga Namn,
Questions,Frågor,
Quiz,Frågesport,
Quiz ID,Frågesport ID,
Quiz Title,Frågesport Benämning,
Quiz will appear at the bottom of the lesson.,Frågesport kommer att visas längst ner i lektionen.,
Rating,Bedömning,
Ready,Klart,
Reference DocName,Referens Dokument Namn,
Reference DocType,Referens DocType,
Reference Document Type,Referens Dokument Typ,
Registered,Registrerad,
Rejected,Avvisad,
Related Courses,Relaterade Kurser,
Reload,Ladda om,
Required Role,Erfordrad Roll,
Restricted,Begränsad,
Result,Resultat,
Resume,Återuppta,
Review,Recension,
Reviewed By,Granskats av,
Role,Roll,
Role Preference,Rollpreferens,
Route,Sökväg,
SCORM,SCORM,
SCORM Package,SCORM App,
SCORM Package Path,SCORM App Sökväg,
SEO,SEO,
Saturday,Lördag,
Schedule,Schema,
Scheduled Flow,Schemalagt Flöde,
Scope,Omfatning,
Score,Resultat,
Score Out Of,Resultat av,
Seat Count,Antal Platser,
Send calendar invite for evaluations,Skicka kalenderinbjudan för utvärderingar,
Session Defaults,Session Inställningar,
Sessions On Days,Sessioner på dagar,
Short Introduction,Kort Introduktion,
Show Answer,Visa Svar,
Show Answers,Visa Svar,
Show Submission History,Visa inlämningshistorik,
Show Tab in Batch,Visa flik i Grupp,
Show USD Equivalent,Visa USD ekvivalent,
Show day view in timetable,Visa dagsvy i Tidtabell,
Show live class,Visa live klass,
Shuffle Questions,Blanda frågor,
Sidebar,Sidofält,
Sidebar Items,Sidofält Element,
Signup Email,Registrering E-post,
Signup Settings,Registrering Inställningar,
Skill,Färdighet,
Skill Details,Kompetens Detaljer,
Skill Name,Färdighet Namn,
Skills,Färdigheter,
Slug,Slug,
Solution,Lösning,
Source,Från,
Staff,Personal,
Stage,Fas,
Start Date,Start Datum,
Start Time,Start Tid,
Start URL,Start URL,
Statistics,Statistik,
Status,Status,
Student,Studerande,
Students,Studenter,
Students will be enrolled in a paid batch once they complete the payment,Studenter kommer att registreras i betald grupp när de slutför betalning,
Subgroup,Undergrupp,
Summary,Översikt,
Sunday,Söndag,
System Health,System Status,
System Manager,System Ansvarig,
Tags,Taggar,
Template,Mall,
Test Results,Test Resultat,
Tests,Tester,
Text,Text,
These customisations will work on the main batch page.,Dessa anpassningar kommer att fungera på huvudgrupp sida.,
This certificate does no expire,Detta certifikat upphör inte att gälla,
This description will be shown on lists and pages without meta description,Denna beskrivning kommer att visas på listor och sidor utan metabeskrivning,
Thursday,Torsdag,
Time,Tid,
Time Preference,Tidspreferens,
Timetable,Tidtabell,
Timetable Legends,Tidtabell Förklaring,
Timetable Template,Tidtabell Mall,
Timezone,Tidszon,
Title,Benämning,
To,Till,
To Date,Till Datum,
Toggle Full Width,Växla Full Bredd,
Toggle Theme,Växla Tema,
Total Marks,Totalt antal markeringar,
Tuesday,Tisdag,
Type,Typ,
"UK Grading  (e.g. 1st, 2:2)","UK Betyg (t.ex. 1:a, 2:2)",
URL,URL,
Unavailability,Otillgänglighet,
Under Review,Under Recension,
Unlisted,Ej Listad,
Unsplash Access Key,Unsplash Access Nyckel,
Upcoming,Kommande,
User,Användare,
User Category,Användarkategori,
User Field,Användare Fält,
User Image,Användare Bild,
User Input,Användarinmatning,
User Settings,Användare Inställningar,
User Skill,Användarkompetens,
Username,Användarnamn,
Users Response,Användarens svar,
Value,Värde,
Value Change,Värde Förändring,
Video Embed Link,Videoinbäddning Länk,
View Website,Visa Webbplats,
Visibility,Synlighet,
Volunteering or Internship,Volontärarbete eller Praktik,
Web Page,Webbsida,
Wednesday,Onsdag,
Withdrawn,Återkallad,
Work Environment,Arbetsmiljö,
Work Experience,Arbetsliv Erfarenhet,
Work Experience Details,Arbetsliv Erfarenhet Detaljer,
Workspace Settings,Arbetsyta Inställningar,
YouTube Video URL,YouTube Video URL,
YouTube Video will appear at the top of the lesson.,YouTube Video visas överst i lektion.,
Zoom Settings,Zoom Inställningar,
