DLS Student,ÖYS Öğrenci,
Dashboard,Gösterge Paneli,
Date,Tarih,
Date and Time,Tarih ve Saat,
Date:,Tarih:,
Day,Gün,
Dear,Sevgili,
Dear ,Sevgili ,
Default Currency,Varsayılan Para Birimi,
Degree Type,Derece Türü,
Delete,Sil,
Delete Chapter,Bölümü Sil,
Delete Course,Kursu Sil,
Delete this chapter?,Bu bölümü silmek istiyor musunuz?,
Delete this lesson?,Bu dersi silmek istiyor musunuz?,
Deleting the course will also delete all its chapters and lessons. Are you sure you want to delete this course?,"Kursu silmek, tüm bölümlerini ve derslerini de silecektir. Bu kursu silmek istediğinizden emin misiniz?",
Deleting this chapter will also delete all its lessons and permanently remove it from the course. This action cannot be undone. Are you sure you want to continue?,"Bu bölümü silmek, tüm derslerini de silecek ve onu kurstan kalıcı olarak kaldıracaktır. Bu eylem geri alınamaz. Devam etmek istediğinizden emin misiniz?",
Deleting this lesson will permanently remove it from the course. This action cannot be undone. Are you sure you want to continue?,Bu dersi silmek onu kurstan kalıcı olarak kaldıracaktır. Bu eylem geri alınamaz. Devam etmek istediğinizden emin misiniz?,
Description,Açıklama,
Desk,Masa,
Details,Ayrıntılar,
Disable Self Enrollment,Kendi Kendine Kayıt Olmayı Devre Dışı Bırak,
Disable Self Learning,Kendi kendine öğrenmeyi devre dışı bırak,
Disabled,Kapalı,
Discard,Vazgeç,
Discussions,Tartışma,
Document,Belge,
Dream Companies,Rüya Şirketler,
Duplicate options found for this question.,Bu soru için yinelenen seçenekler bulundu.,
Duration,Süre,
Duration (in minutes),Süre (dk),
Duration of the live class in minutes,Canlı dersin dakika cinsinden süresi,
E-Mail,E-posta,
E-mail,E-Posta,
Edit,Düzenle,
Edit Chapter,Bölümü Düzenle,
Edit Profile,Profili Düzenle,
Edit the question,Soruyu düzenle,
Education,Eğitim,
Education Detail,Eğitim Detayı,
Education Details,Eğitim Geçmişi,
Email,E-posta,
Email ID,E-Posta ID,
Email Sent,E-posta Gönderildi,
Email Template,E-Posta Şablonu,
Email Templates,E-Posta Şablonları,
Emails,E-postalar,
Employee,Personel,
Enable,Etkinleştir,
Enable Google API in Google Settings to send calendar invites for evaluations.,Değerlendirmeler için takvim davetleri göndermek üzere Google Ayarları'nda Google API'yi etkinleştirin.,
Enable Learning Paths,Öğrenme Yollarını Etkinleştir,
Enable this only if you want to upload a SCORM package as a chapter.,Bunu yalnızca bir SCORM paketini bölüm olarak yüklemek istiyorsanız etkinleştirin.,
Enabled,Etkin,
Enabling this will publish the certificate on the certified participants page.,"Bunu etkinleştirmek, sertifikanın sertifikalı katılımcılar sayfasında yayınlanmasını sağlayacaktır.",
End Date,Bitiş Tarihi,
End Date (or expected),Bitiş Tarihi (veya beklenen),
End Time,Bitiş Zamanı,
Enroll Now,Hemen Kaydol,
Enrolled,Kayıtlı,
Enrolled Students,Kayıtlı Öğrenci,
Enrolled successfully,Başarıyla kaydoldu,
Enrollment Count,Kayıt Sayısı,
Enrollment Failed,Kayıt Başarısız,
Enrollments,Kayıtlar,
Enter Client Id and Client Secret in Google Settings to send calendar invites for evaluations.,Değerlendirmeler için takvim davetleri göndermek üzere Google Ayarları'na İstemci Kimliği ve İstemci Gizli Anahtarını girin.,
Enter a URL,Bir URL girin,
Enter the correct answer,Doğru cevabı girin,
Error,Hata,
Evaluation,Değerlendirme,
Evaluation Details,Değerlendirme Detayları,
Evaluation End Date,Değerlendirme Bitiş Tarihi,
Evaluator,Değerlendirici,
Evaluator Schedule,Değerlendirici Programı,
Event,Etkinlik,
Exercise,Alıştırma,
Exercise Title,Alıştırma Başlığı,
Expand,Genişlet,
Expiration Date,Bitiş Tarihi,
Expiry Date,Son Kullanım Tarihi,
Explanation,Açıklamalar,
Explanation ,Açıklama,
Explore More,Daha Fazlasını Keşfedin,
Fail,Başarısız,
Featured,Öne Çıkan,
Feedback,Geri Bildirim,
Feel free to make edits to your submission if needed.,Gerektiğinde gönderinizde düzenlemeler yapmaktan çekinmeyin.,
Field To Check,Kontrol Edilecek Alan,
File Type,Dosya Türü,
First Name,Adı,
Frappe Support,Frappe Desteği,
Free,Serbest,
Freelance,Serbest çalışan,
Freelancer/Just looking,Serbest çalışan/Dolaşan,
French (e.g. Distinction),Fransızca (örn. Üstünlük),
Friday,Cuma,
From,Gönderen,
From Date,Başlangıç Tarihi,
Full Name,Tam Adı,
Full Time,Tam Zamanlı,
Function,Fonksiyon,
General,Genel,
Get Certificate,Sertifika Al,
Get Started,Başlarken,
Github ID,Github Kimliği,
Global Shortcuts,Genel Kısayollar,
Google Meet Link,Google Meet Bağlantısı,
Grade,Ünvan,
Grant only once,Sadece bir kez ver,
Grid Shortcuts,Izgara Kısayolları,
Have an account? Login,Hesabınız Varsa Giriş Yapın,
Headline,Başlık,
Hello,Merhaba,
Help,Yardım,
Help others learn something new by creating a course.,Bir kurs oluşturarak başkalarının yeni bir şeyler öğrenmesine yardımcı olun.,
Help us improve our course material.,Ders materyalimizi geliştirmemize yardımcı olun.,
Hey {0},Merhaba {0},
"Hey,","Merhaba,",
Hi,Merhaba,
"Hi {0},","Merhaba {0},",
"Hi,","Merhaba,",
Hide my Private Information from others,Özel Bilgilerimi başkalarından gizle,
Hints,İpuçları,
How to add a Quiz?,Sınav nasıl eklenir?,
I am currently working here,Şu anda burada çalışıyorum,
I am delighted to inform you that you have successfully earned your certification for the {0} course. Congratulations!,{0} kursu için sertifikanızı başarıyla kazandığınızı size duyurmaktan mutluluk duyuyorum. Tebrikler!,
I am looking for a job,Bir iş arıyorum,
I am unavailable,Müsait değilim,
ID,ID,
Icon,Simge,
If you are not any more interested to mentor the course,Kursa rehberlik etmekle artık ilgilenmiyorsanız,
"If you have any questions or require assistance, feel free to contact us.",Herhangi bir sorunuz veya yardıma ihtiyacınız varsa bizimle iletişime geçmekten çekinmeyin.,
"If you set an amount here, then the USD equivalent setting will not get applied.","Burada bir tutar belirlerseniz, USD karşılığı uygulanmayacaktır.",
Image,Resim,
Image: Corrupted Data Stream,Resim: Bozuk Veri Akışı,
In Progress,İşlemde,
Inactive,Pasif,
Include In Preview,Önizlemeye Dahil Et,
Incomplete,Tamamlanmadı,
Incorrect,Yanlış,
Index,Dizin,
Index Label,Dizin Etiketi,
Industry,Endüstri,
Institution Name,Kurum Adı,
Instructor,Eğitmen,
Instructor Content,Eğitmen İçeriği,
Instructor Notes,Eğitmen Notları,
Instructors,Eğitmenler,
Instructors Comments,Eğitmen Yorumları,
Introduction,Tanıtım/Giriş,
Invalid Invite Code.,Geçersiz Davetiye Kodu.,
Invalid Quiz ID,Geçersiz Sınav Kimliği,
Invite Code,Davet Kodu,
Invite Email,Davet E-postası,
Invite Only,Sadece Davetliler,
Invite Request,Davetiye Talebi,
Is Correct,Doğru,
Issue Date,Veriliş tarihi,
Issued On,Yayınlanma Tarihi,
Issued on,Yayınlanma Tarihi,
Items in Sidebar,Kenar Çubuğundaki Öğeler,
Jane Doe,İsim Soyisim,
Job,İş,
Job Board Subtitle,İş İlanları Alt Başlığı,
Job Board Title,İş İlanı Başlığı,
Job Details,İş Detayları,
Job Openings,İş Alımları,
Job Opportunity,İş Fırsatı,
Job Settings,İş Ayarları,
Job Title,İş İlanı Başlığı,
Jobs,İşler,
Join,Katıl,
Join Meeting,Görüşmeye Katıl,
Join URL,Katılma Bağlantısı,
Keyboard Shortcuts,Klavye Kısayolları,
Label,Etiket,
Last Name,Soyadı,
Length of passed data array is greater than value of maximum allowed label points!,"Geçirilen veri dizisinin uzunluğu, izin verilen maksimum etiket noktalarının değerinden büyüktür!",
Lesson,Ders,
Lesson Reference,Ders Referansı,
Lesson Title,Ders Başlığı,
Lessons,Ders,
Lessons Completed,Ders Tamamlandı,
Lets start setting up your content on the DLS so that you can reclaim time and focus on growth.,Zamandan tasarruf edip büyümeye odaklanabilmeniz için ÖYS'deki içeriğinizi kurmaya başlayalım.,
LinkedIn,LinkedIn,
LinkedIn ID,LinkedIn,
Live,Canlı,
Live Class,Canlı Sınıf,
Load More,Daha Fazla Yükle,
Local,Yerel,
Location,Konum,
Location Preference,Konum Tercihi,
Log out,Çıkış,
Login,Giriş,
Login to Frappe Cloud?,Frappe Cloud'a Giriş Yapın?,
Login to apply,Başvurmak için giriş yapın,
Make DLS the default home,ÖYS'yi varsayılan ana sayfa yapın,
Make an Announcement,Bir Duyuru Yapın,
Manager,Müdür,
Manager (Sales/Marketing/Customer),Yönetici (Satış/Pazarlama/Müşteri),
Mark,İşaretle,
Mark all as read,Hepsini Okundu İşaretle,
Mark as read,Okundu olarak İşaretle,
Max Attempts,Maksimum Deneme,
Medium,Orta,
Medium ID,Medium,
Medium:,Orta:,
Member,Üyeler,
Member Email,Üye E-postası,
Member Name,Üye Adı,
Member Subgroup,Üye Alt Grubu,
Member Type,Üye Türü,
Membership,Üyelik,
Memeber Username,Üye Kullanıcı Adı,
Mentor,Mentor,
Mentor Name,Mentor Adı,
Mentor Request,Mentor Talebi,
Mentor Request Creation Template,Mentor Talebi Oluşturma Şablonu,
Mentor Request Status Update Template,Mentor Talebi Durum Güncelleme Şablonu,
Meta Description,Meta Açıklaması,
Milestone,Kilometre Taşı,
Milestones,Kilometre Taşı,
Moderator,Moderatör,
Modified By,Değiştiren,
Module Name is incorrect or does not exist.,Modül Adı yanlış veya mevcut değil.,
Module is incorrect.,Modül hatalı.,
Monday,Pazartesi,
More,Daha fazla,
Multiple Correct Answers,Birden Fazla Doğru Cevap,
My availability,Müsaitliğim,
My calendar,Takvimim,
New,Yeni,
New Batch,Yeni Parti,
New Course,Yeni Kurs,
New Job,Yeni İş,
New Job Applicant,Yeni İş Başvurusu,
New Question,Yeni Soru,
New Quiz,Yeni Test,
New Sign Up,Yeni Kayıt,
New comment in batch {0},Toplu işlerde yeni yorum {0},
New reply on the topic {0} in course {1},{1} dersinde {0} konusuna yeni yanıt,
New {0},Yeni {0},
Next,Sonraki,
Next Question,Sonraki Soru,
No Assessments,Değerlendirme Yok,
No Notifications,Bildirim Yok,
No Recording,Kayıt Yok,
No Upcoming Evaluations,Yaklaşan Değerlendirme Yok,
No announcements,Hiçbir duyuru yok,
No batches found,Toplu kurs bulunamadı,
No certificates,Sertifika yok,
No courses created,Hiçbir kurs oluşturulmadı,
No courses found,Hiçbir kurs bulunamadı,
No courses under review,İncelenmekte olan kurs yok,
No introduction,Tanıtım yok,
No live classes scheduled,Planlanmış canlı ders yok,
No programs found,Hiçbir program bulunamadı,
No quizzes found,Hiçbir sınav bulunamadı,
No slots available for this date.,Bu tarih için boş yer bulunmamaktadır.,
No submissions,Başvuru yok,
No {0},{0} Yok,
No.,Sıra,
Not Allowed,İzin Verilmiyor,
Not Applicable,Kabul Edilmedi,
Not Attempted,Katılmadı,
Not Available for Preview,Önizleme için uygun değil,
Not Graded,Not Verilmedi,
Not Permitted,İzin Verilmedi,
Not Saved,Kaydedilmedi,
Nothing to see here.,Burada gösterilecek bir şey yok.,
Notifications,Bildirimler,
Notify me when available,Kullanılabilir olduğundan bana bildir,
OAuth Client ID,OAuth İstemci Kimliği,
Offline,Çevrimdışı,
"Once again, congratulations on this significant accomplishment.",Bu önemli başarı için bir kez daha tebrikler.,
"Once the moderator grades your submission, you'll find the details here.","Moderatör başvurunuzu değerlendirdiğinde, ayrıntıları burada bulabilirsiniz.",
Online,Çevrimiçi,
Only files of type {0} will be accepted.,Sadece {0} türündeki dosyalar kabul edilecektir.,
Only image file is allowed.,Sadece resim dosyasına izin verilir.,
Open,Açık,
Open Awesomebar,Arama Çubuğu,
Open Course,Açık Kurs,
Open Help,Yardımı Aç,
Open Settings,Ayarları Aç,
Option,Seçenek,
Option 1,Seçenek 1,
Option 2,Seçenek 2,
Option 3,Seçenek 3,
Option 4,Seçenek 4,
Order ID,Sipariş No,
Organization,Organizasyon,
Others,Diğer,
Owner,Sahibi,
PDF,PDF,
Page Shortcuts,Sayfa Kısayolları,
Pages,Sayfalar,
Paid Course,Ücretli Kurs,
Part Time,Yarı Zamanlı,
Partially Complete,Kısmen Tamamlandı,
Pass,Başarılı,
Passing Percentage,Başarı Yüzdesi,
Password,Şifre,
Payment,Ödeme,
Payment Country,Ödeme Ülkesi,
Payment Details,Ödeme Detayları,
Payment Gateway,Ödeme Gateway,
Payment ID,Ödeme Kimliği,
Payment Received,Ödeme Alındı,
Payment Settings,Ödeme Ayarları,
Payment for Document,Belge Ödemesi,
Payments app is not installed,Ödeme uygulaması yüklü değil,
Pending,Bekliyor,
Percentage,Yüzde,
Percentage (e.g. 70%),Yüzde (örn. %70),
Phone Number,Telefon Numarası,
Please Login,Lütfen Giriş Yapın,
Please ask your administrator to verify your sign-up,Lütfen yöneticinizden kayıt işleminizin doğrulamasını isteyin,
Please check your email for verification,Doğrulama için lütfen e-postanızı kontrol edin,
Please click on the following button to set your new password,Yeni şifrenizi belirlemek için lütfen aşağıdaki linke tıklayınız,
Please enable Zoom Settings to use this feature.,Bu özelliği kullanmak için lütfen Zoom Ayarlarını etkinleştirin.,
Please ensure that you complete all the questions in {0} minutes.,Lütfen tüm soruları {0} dakika içinde yanıtladığınızdan emin olun.,
Please enter a valid URL.,Lütfen geçerli bir URL girin.,
Please enter the URL for assignment submission.,Lütfen ödev gönderimi için URL'yi girin.,
Please enter your answer,Lütfen cevabınızı girin,
Please let us know where you heard about us from.,Lütfen bizi nereden duyduğunuzu belirtin.,
Please login to access the quiz.,Teste erişmek için lütfen giriş yapın.,
Please login to access this page.,Bu sayfaya erişebilmek için lütfen giriş yapın.,
Please login to continue with payment.,Ödeme işlemine devam etmek için lütfen giriş yapın.,
Please prepare well and be on time for the evaluations.,Lütfen iyi hazırlanın ve değerlendirmelere zamanında katılın.,
Please select a date.,Lütfen bir tarih seçin.,
Please upload the assignment file.,Lütfen ödev dosyasını yükleyin.,
Possibility,Olasılık,
Possible Answer 1,Olası Cevap 1,
Possible Answer 2,Olası Cevap 2,
Possible Answer 3,Olası Cevap 3,
Possible Answer 4,Olası Cevap 4,
Post,Gönder,
Postal Code,Posta Kodu,
Posted on,Yayınlama Tarihi,
Preferred Function,Tercih Edilen Fonksiyon,
Preferred Industry,Tercih Edilen Sektör,
Press Alt Key to trigger additional shortcuts in Menu and Sidebar,Menü ve Kenar Çubuğunda ek kısayolları tetiklemek için Alt Tuşuna basın,
Preview Image,Resim Önizleme,
Preview Video,Video Önzileme,
Previous,Önceki,
Pricing,Fiyatlandırma,
Primary Subgroup,Birincil Alt Grup,
Private,Özel,
Private Information includes your Grade and Work Environment Preferences,"Özel Bilgiler, Eğitim ve Çalışma Ortamı Tercihlerinizi içerir",
Profession,Meslek,
Profile Image,Profil Resmi,
Progress,İlerleme,
Progress (%),İlerleme (%),
Public,Herkese Açık,
Publish on Participant Page,Katılımcı Sayfasında Yayınla,
Published,Yayınlandı,
Published Courses,Yayınlamış Kurslar,
Published On,Yayınlanma Zamanı,
Question,Soru,
Question ,Soru ,
Question Detail,Soru Detayı,
Question Name,Soru Adı,
Question added successfully,Soru başarıyla eklendi,
Question updated successfully,Soru başarıyla güncellendi,
Question {0},Soru {0},
Question {0} of {1},Soru {0} / {1},
Questions,Sorular,
Questions deleted successfully,Sorular başarıyla silindi,
Quiz,Test,
Quiz ID,Sınav Kimliği,
Quiz Submission,Sınav Gönderimi,
Quiz Summary,Sınav Özeti,
Quiz updated successfully,Sınav başarıyla güncellendi,
Quizzes,Sınavlar,
Rating,Değerlendirme,
Rating cannot be 0,Değerlendirme 0 olamaz,
Ready,Hazır,
Reference DocName,Referans DocName,
Reference DocType,Referans DocType,
Reference Document Type,Referans Belge Türü,
Regards,Saygılarımla,
Register Now,Şimdi Kaydol,
Registered,Kayıtlı,
Registered but disabled,Kayıtlı ancak devre dışı,
Rejected,Reddedildi,
Related Courses,İlgili Kurslar,
Reload,Yeniden Yükle,
Remove,Kaldır,
Reply To,Yanıtla,
Request Invite,Davet İsteği,
Request for Mentorship,Mentorluk Talebi,
Required Role,Gerekli Rol,
Restricted,Kısıtlı,
Result,Sonuç,
Resume,Özgeçmiş,
Review,Gözden geçir,
Reviews,Yorumlar,
Role,Rol,
Role Preference,Rol Tercihi,
Roles,Roller,
Route,Rota,
Rows {0} have the duplicate questions.,{0} satırlarında yinelenen sorular var.,
Run,Çalıştır,
Saturday,Cumartesi,
Save,Kaydet,
Schedule,Planla,
Scope,Kapsam,
Score,Puan,
Search,Arama,
Search by Name,İsme Göre Ara,
Search by Title,Başlığa Göre Ara,
Search by title,Başlığa göre ara,
Search for an icon,Bir simge arayın,
Seat Count,Koltuk Sayısı,
Seat Left,Kalan Koltuk,
Seats Left,Kalan Koltuk Sayısı,
Select a question,Bir soru seçin,
Session Defaults,Oturum Varsayılanları,
Set your Password,Şifrenizi Ayarlayın,
Settings,Ayarlar,
Share on,Paylaş,
Short Introduction,Kısa Tanıtım,
Show Answer,Cevabı Göster,
Show Answers,Cevapları Göster,
Show Keyboard Shortcuts,Klavye Kısayollarını Göster,
Show Submission History,Gönderim Geçmişini Göster,
Show Tab in Batch,Sekmeyi Toplu Olarak Göster,
Show USD Equivalent,USD Karşılığını Göster,
Show day view in timetable,Zaman çizelgesinde gün görünümünü göster,
Show live class,Canlı dersi göster,
Shuffle Questions,Soruları Karıştır,
Sidebar,Kenar Çubuğu,
Sidebar Items,Kenar Çubuğu Öğeleri,
Sign Up is disabled,Kaydolma devre dışı bırakıldı,
Sign up,Yeni Kayıt,
Signup Email,Kayıt E-postası,
Signup Settings,Kayıt Ayarları,
Signups,Kayıtlar,
Skill,Beceri,
Skill Details,Beceriler,
Skill Name,Yetkinlik İsmi,
Skills,Yetkinlikler,
Skip,Geç,
Slug,Kısaltma,
Sold Out,Tükendi,
Solution,Çözüm,
Source,Kaynak,
Staff,Ekip,
Stage,Aşama,
Start,Başlangıç,
Start Date,Başlangıç Tarihi,
Start Date:,Başlangıç Tarihi:,
Start Learning,Öğrenmeye Başlayın,
Start Time,Başlangıç Zamanı,
Start Time cannot be greater than End Time,Başlangıç Saati Bitiş Saatinden büyük olamaz,
Start URL,Başlangıç URL'si,
State,Durum,
Statistics,İstatistik,
Status,Durum,
Status/Score,Durum/Puan,
Student,Öğrenci,
Student Reviews,Öğrenci İncelemeleri,
Students,Öğrenciler,
Students deleted successfully,Öğrenciler başarıyla silindi,
Students will be enrolled in a paid batch once they complete the payment,Öğrenciler ödemeyi tamamladıktan sonra ücretli bir topluluğa kaydedilecekler,
Subgroup,Alt Grup,
Subject,Konu,
Submit,Gönder,
Submitted {0},Kaydedildi {0},
Success,Başarılı,
Summary,Özet,
Sunday,Pazar,
System Health,Sistem Sağlığı,
System Manager,Sistem Yöneticisi,
Tags,Etiketler,
Template,Şablon,
Temporarily Disabled,Geçici Olarak Devre Dışı,
Terms of Use,Kullanım Koşulları,
Test Results,Test Sonuçları,
Tests,Testler,
Text,Yazı,
Thanks and Regards,Teşekkürler ve Saygılar,
The course {0} is now available on {1}.,{0} kursuna artık {1} adresinden erişilebilir.,
The slot is already booked by another participant.,Bu slot başka bir katılımcı tarafından rezerve edilmiş.,
The status of your application has changed.,Başvurunuzun durumu değişti.,
"There are no batches matching the criteria. Keep an eye out, fresh learning experiences are on the way soon!","Şu anda mevcut toplu ders bulunmamaktadır. Gözünüzü dört açın, yeni öğrenme deneyimleri yakında yolda!",
There are no seats available in this batch.,Bu grupta boş yer bulunmamaktadır.,
There are no students in this batch.,Bu grupta hiç öğrenci bulunmamaktadır.,
There are no {0} on this site.,Bu sitede {0} yok.,
This course has:,Bu kursta:,
This course is free.,Bu kurs ücretsizdir.,
