Private Information includes your Grade and Work Environment Preferences,La información privada incluye su calificación y preferencias de entorno laboral.,
Profession,Profesión,
Progress,Progreso,
Public,Público,
Publish on Participant Page,Publicar en la página del participante,
Published,Publicado,
Published On,Publicado el,
Question,Pregunta,
Question Detail,Detalle de la pregunta,
Question Name,Nombre de la Pregunta,
Questions,Preguntas,
Quiz,Cuestionario,
Quiz ID,ID del cuestionario,
Quiz Title,Título del cuestionario,
Quiz will appear at the bottom of the lesson.,El cuestionario aparecerá al final de la lección.,
Rating,Clasificación,
Ready,Listo,
Reference DocName,DocName de referencia,
Reference DocType,DocType de referencia,
Reference Document Type,Tipo de Documento de Referencia,
Registered,Registrado,
Rejected,Rechazado,
Related Courses,Cursos relacionados,
Reload,Recargar,
Required Role,Rol Requerido,
Restricted,Restringido,
Result,Resultado,
Resume,Reanudar,
Review,revisión,
Reviewed By,Revisado por,
Role,Rol,
Role Preference,Preferencia de rol,
Route,Ruta,
Saturday,Sábado,
Schedule,Calendario,
Scheduled Flow,Flujo programado,
Scope,Alcance,
Score,Puntuación,
Score Out Of,Puntuación fuera de,
Seat Count,Número de asientos,
Send calendar invite for evaluations,Enviar invitación al calendario para las evaluaciones,
Session Defaults,Valores predeterminados de sesión,
Sessions On Days,Sesiones los días,
Short Introduction,Breve introducción,
Show Answer,Mostrar respuesta,
Show Answers,Mostrar respuestas,
Show Submission History,Mostrar historial de envíos,
Show Tab in Batch,Mostrar pestaña en lote,
Show USD Equivalent,Mostrar equivalente en USD,
Show day view in timetable,Mostrar vista del día en el horario,
Show live class,Mostrar clase en vivo,
Shuffle Questions,Preguntas aleatorias,
Sidebar,Barra Lateral,
Sidebar Items,Elementos de barra lateral,
Signup Email,Correo electrónico de registro,
Signup Settings,Configuración de registro,
Skill,Habilidad,
Skill Details,Detalles de la habilidad,
Skill Name,nombre de la habilidad,
Skills,Habilidades,
Slug,Slug,
Solution,Solución,
Source,Referencia,
Staff,Personal,
Stage,Etapa,
Start Date,Fecha de inicio,
Start Time,Hora de inicio,
Start URL,URL de inicio,
Statistics,Estadísticas,
Status,Estado,
Student,Estudiante,
Students,Estudiantes,
Students will be enrolled in a paid batch once they complete the payment,Los estudiantes serán inscritos en un lote pago una vez que completen el pago,
Subgroup,Subgrupo,
Summary,Resumen,
Sunday,Domingo,
System Health,Salud del sistema,
System Manager,Administrador del sistema,
Tags,Etiquetas,
Template,Plantilla,
Test Results,Resultados de la prueba,
Tests,Pruebas,
Text,Texto,
These customisations will work on the main batch page.,Estas personalizaciones funcionarán en la página principal de lotes.,
This certificate does no expire,Este certificado no caduca,
Thursday,Jueves,
Time,Hora,
Time Preference,Preferencia horaria,
Timetable,Horario,
Timetable Legends,Leyendas de horarios,
Timetable Template,Plantilla de horario,
Timezone,Zona Horaria,
Title,Nombre,
To,A,
To Date,Hasta la fecha,
Toggle Full Width,Cambiar a ancho completo,
Toggle Theme,Cambiar tema,
Total Marks,Marcas totales,
Tuesday,Martes,
Type,Tipo,
"UK Grading  (e.g. 1st, 2:2)","Calificación de Reino Unido (ej., 1º, 2:2)",
URL,URL,
Unavailability,Indisponibilidad,
Under Review,En Revisión,
Unlisted,No listado,
Unsplash Access Key,Clave de acceso a Unsplash,
Upcoming,Próximamente,
User,Usuario,
User Category,Categoría de usuario,
User Field,Campo de usuario,
User Image,Imagen de Usuario,
User Input,Entrada del usuario,
User Settings,Configuración del Usuario,
User Skill,Habilidad del usuario,
Username,Nombre de usuario,
Users Response,Respuesta del usuario,
Value,Valor,
Value Change,Cambio de Valor,
Video Embed Link,Enlace de incrustación de vídeo,
View Website,Ver Sitio Web,
Visibility,Visibilidad,
Volunteering or Internship,Voluntariado o pasantía,
Web Page,Página Web,
Wednesday,Miércoles,
Withdrawn,Retirado,
Work Environment,Ambiente de trabajo,
Work Experience,Experiencia laboral,
Work Experience Details,Detalles de la experiencia de trabajo,
Workspace Settings,Ajustes del espacio de trabajo,
YouTube Video URL,URL del Video de YouTube,
YouTube Video will appear at the top of the lesson.,El vídeo de YouTube aparecerá en la parte superior de la lección.,
Zoom Settings,Configuración de Zoom,
